Date,Close, NASDAQ Composite Index,EMA
2022/6/21,20739.94339,11069.3,20649.01386
2022/6/20,20672.8011,11001.5625,20653.33881
2022/6/19,20554.9027,10933.825,20635.44134
2022/6/18,19007.5031,10866.0875,20339.45257
2022/6/17,20468.2145,10798.35,20362.86383
2022/6/16,20383.6889,10646.1,20366.6502
2022/6/15,22490.59073,11099.16,20752.82121
2022/6/14,22209.515,10828.35,21017.67463
2022/6/13,22509.0994,10809.23,21288.84277
2022/6/12,26704.72936,10986.16,22273.54942
2022/6/11,28399.9749,11163.09,23387.44496
2022/6/10,29082.53195,11340.02,24422.91532
2022/6/9,30111.70675,11754.23,25457.24104
2022/6/8,30204.54858,12086.27,26320.38786
2022/6/7,31193.0692,12175.23,27206.32992
2022/6/6,31367.4226,12061.37,27962.89223
2022/6/5,29909.21037,12045.15667,28316.76826
2022/6/4,29840.07522,12028.94333,28593.73316
2022/6/3,29717.55805,12012.73,28798.06496
2022/6/2,30441.46505,12316.9,29096.86497
2022/6/1,29789.42113,11994.46,29222.78427
2022/5/31,31852.83438,12081.39,29700.9752
2022/5/30,31720.0295,12093.825,30068.07598
2022/5/29,29445.7241,12106.26,29954.9211
2022/5/28,29047.06027,12118.695,29789.85549
2022/5/27,28606.47447,12131.13,29574.69531
2022/5/26,29353.61926,11740.65,29534.49966
2022/5/25,29557.53374,11434.74,29538.68768
2022/5/24,29674.1123,11264.45,29563.31033
2022/5/23,29114.08113,11535.28,29481.6323
2022/5/22,30366.04222,11475.06,29642.4341
2022/5/21,29449.98556,11414.84,29607.44346
2022/5/20,29234.03291,11354.62,29539.55063
2022/5/19,30376.33148,11388.5,29691.6926
2022/5/18,28760.1539,11418.15,29522.32193
2022/5/17,30452.62433,11984.52,29691.46782
2022/5/16,29880.54816,11662.79,29725.84606
2022/5/15,31333.76562,11710.19333,30018.19507
2022/5/14,30123.7756,11757.59667,30037.39153
2022/5/13,29250.004,11805,29894.23016
2022/5/12,29130.0386,11370.96,29755.28624
2022/5/11,28984.5358,11364.24,29615.1498
2022/5/10,31024.7033,11737.67,29871.43225
2022/5/9,30363.86562,11623.25,29960.96559
2022/5/8,33933.54281,11797.05333,30683.25236
2022/5/7,35552.564,11970.85667,31568.58175
2022/5/6,36033.0634,12144.66,32380.30569
2022/5/5,36568.7596,12317.69,33141.84276
2022/5/4,39699.03396,12964.86,34334.05934
2022/5/3,37732.29975,12563.76,34951.92123
2022/5/2,38503.90959,12536.02,35597.7373
2022/5/1,38467.094,12468.89333,36119.43852
2022/4/30,37660.45292,12401.76667,36399.62295
2022/4/29,38592.00442,12334.64,36798.23777
2022/4/28,39749.9386,12871.53,37334.91065
2022/4/27,39248.43928,12488.93,37682.82494
2022/4/26,38026.74626,12490.74,37745.35609
2022/4/25,40475.27521,13004.85,38241.70502
2022/4/24,39479.99697,12949.66333,38466.84901
2022/4/23,39419.5301,12894.47667,38640.06376
2022/4/22,39757.5541,12839.29,38843.24382
2022/4/21,40528.7777,13174.65,39149.70452
2022/4/20,41363.50366,13453.07,39552.21346
2022/4/19,41504.4185,13619.66,39907.15983
2022/4/18,40826.6711,13332.36,40074.3437
2022/4/17,39678.0001,13337.04,40002.28122
2022/4/16,40386.5108,13341.72,40072.14115
2022/4/15,40558.127,13346.4,40160.50221
2022/4/14,39909.71687,13351.08,40114.90488
2022/4/13,41160.0481,13643.59,40304.93092
2022/4/12,40169.21512,13371.57,40280.25532
2022/4/11,39456.93304,13411.96,40130.56036
2022/4/10,42242.7841,13511.64,40514.60104
2022/4/9,42788.71116,13611.32,40928.07561
2022/4/8,42283.4292,13711,41174.50353
2022/4/7,43480.17472,13897.3,41593.71648
2022/4/6,43138.51947,13888.82,41874.58975
2022/4/5,45573.53741,14204.17,42547.12569
2022/4/4,46605.60297,14532.55,43285.03065
2022/4/3,46430.69671,14442.2,43856.96993
2022/4/2,45845.95756,14351.85,44218.60405
2022/4/1,46231.00476,14261.5,44584.49509
2022/3/31,45540.82639,14220.52,44758.3735
2022/3/30,47100.45937,14442.27,45184.2073
2022/3/29,47498.66565,14619.64,45605.01791
2022/3/28,46888.22115,14354.9,45838.32759
2022/3/27,46842.71955,14293.03333,46020.94431
2022/3/26,44533.21742,14231.16667,45750.44851
2022/3/25,44365.18255,14169.3,45498.58197
2022/3/24,43948.89113,14191.84,45216.82
2022/3/23,42925.97798,13922.6,44800.30327
2022/3/22,42376.74422,14108.82,44359.65617
2022/3/21,41051.83346,13838.46,43758.23386
2022/3/20,41252.05199,13856.92,43302.56443
2022/3/19,42166.22954,13875.38,43095.95808
2022/3/18,41767.09817,13893.84,42854.34719
2022/3/17,40958.22516,13614.78,42509.59773
2022/3/16,41147.27989,13436.55,42261.90358
2022/3/15,39302.01679,12948.62,41723.74234
2022/3/14,39599.02437,12581.22,41337.42998
2022/3/13,37824.35153,12668.75,40698.68845
2022/3/12,38875.98605,12756.28,40367.28801
2022/3/11,38770.04591,12843.81,40076.88036
2022/3/10,39461.35102,13129.96,39964.96593
2022/3/9,41955.06532,13255.55,40326.80218
2022/3/8,38724.82009,12795.55,40035.53271
2022/3/7,37991.87947,12830.96,39663.9594
2022/3/6,38385.18525,12991.78667,39431.455
2022/3/5,39409.21247,13152.61333,39427.41091
2022/3/4,39120.0424,13313.44,39371.52572
2022/3/3,42450.88343,13537.94,39931.40894
2022/3/2,43938.47684,13752.02,40659.96674
2022/3/1,44359.8712,13532.46,41332.67664
2022/2/28,43181.1437,13751.4,41668.76156
2022/2/27,37714.48389,13732.47333,40949.80199
2022/2/26,39033.5353,13713.54667,40601.38986
2022/2/25,39219.47676,13694.62,40350.13293
2022/2/24,38296.16593,13473.58,39976.68439
2022/2/23,37287.48634,13037.49,39487.73929
2022/2/22,38302.8439,13381.52,39272.30376
2022/2/21,37003.15356,13423.1575,38859.731
2022/2/20,38464.8528,13464.795,38787.93496
2022/2/19,40112.55953,13506.4325,39028.77579
2022/2/18,39976.23595,13548.07,39201.04128
2022/2/17,40491.0412,13716.72,39435.58672
2022/2/16,43997.7116,14124.09,40265.06397
2022/2/15,44602.5315,14139.76,41053.69443
2022/2/14,42594.9419,13790.92,41333.92124
2022/2/13,42235.5136,13790.99667,41497.84712
2022/2/12,42126.3511,13791.07333,41612.12057
2022/2/11,42377.6527,13791.15,41751.30823
2022/2/10,43524.37792,14185.64,42073.68454
2022/2/9,44283.9142,14490.37,42475.54448
2022/2/8,44082.39258,14194.46,42767.69868
2022/2/7,43905.99798,14015.67,42974.66219
2022/2/6,42388.07234,14043.11667,42868.00949
2022/2/5,41360.0538,14070.56333,42593.83573
2022/2/4,41653.56036,14098.01,42422.87657
2022/2/3,37027.78,13878.82,41441.94992
2022/2/2,36835.9015,14417.55,40604.48657
2022/2/1,38761.9683,14346,40269.48325
2022/1/31,38472.00624,14239.88,39942.66925
2022/1/30,37937.339,14083.44333,39578.06375
2022/1/29,38131.8236,13927.00667,39315.11099
2022/1/28,37784.7229,13770.57,39036.85861
2022/1/27,37201.84235,13352.78,38703.21929
2022/1/26,36775.5295,13542.12,38352.73024
2022/1/25,36948.63103,13539.29,38097.43947
2022/1/24,36705.9179,13855.13,37844.43555
2022/1/23,36231.1426,13826.39333,37551.10956
2022/1/22,35015.93463,13797.65667,37090.16866
2022/1/21,36400.668,13768.92,36964.80491
2022/1/20,40673.94412,14154.02,37639.19385
2022/1/19,41676.49878,14340.25,38373.24929
2022/1/18,42352.1359,14506.9,39096.68322
2022/1/17,42199.00911,14603.6125,39660.74247
2022/1/16,43104.67713,14700.325,40286.91241
2022/1/15,43145.30763,14797.0375,40806.62063
2022/1/14,43068.72658,14893.75,41217.91262
2022/1/13,42580.3303,14806.81,41465.62493
2022/1/12,43900.027,15188.39,41908.24349
2022/1/11,42674.2972,15153.45,42047.52598
2022/1/10,41786.2184,14942.83,42000.01551
2022/1/9,41880.90095,14940.52,41978.35832
2022/1/8,41752.93,14938.21,41937.37135
2022/1/7,41512.9242,14935.9,41860.19914
2022/1/6,43119.06386,15080.87,42089.08364
2022/1/5,43529.7281,15100.17,42351.01899
2022/1/4,45884.45966,15622.72,42993.46275
2022/1/3,46424.346,15832.8,43617.25971
2022/1/2,47313.6322,15770.19,44289.32743
2022/1/1,47544.4994,15707.58,44881.17688
2021/12/31,46304.94959,15644.97,45140.04465
2021/12/30,47161.0092,15741.56,45507.49275
2021/12/29,46408.30267,15766.22,45671.27637
2021/12/28,47637.8884,15781.72,46028.84219
2021/12/27,50650.17144,15871.26,46869.08388
2021/12/26,50799.97886,15816.7875,47583.79205
2021/12/25,50629.98124,15762.315,48137.64463
2021/12/24,50771.9277,15707.8425,48616.60519
2021/12/23,50795.70373,15653.37,49012.80493
2021/12/22,48648.50605,15521.89,48946.56877
2021/12/21,48938.9095,15341.09,48945.17617
2021/12/20,46878.42809,14980.94,48569.40379
2021/12/19,46686.4963,15043.85333,48227.05698
2021/12/18,46871.01844,15106.76667,47980.50452
2021/12/17,46305.32715,15169.68,47675.92681
2021/12/16,47709.1644,15180.43,47681.97001
2021/12/15,48787.2417,15565.58,47882.9285
2021/12/14,48395.29567,15237.64,47976.08617
2021/12/13,46745.6254,15413.28,47752.36603
2021/12/12,50116.99176,15485.72,48182.29798
2021/12/11,49286.36663,15558.16,48383.03773
2021/12/10,47092.3307,15630.6,48148.36373
2021/12/9,47834.99429,15517.37,48091.38747
2021/12/8,50471.21696,15786.99,48524.08374
2021/12/7,50559.94761,15686.92,48894.24081
2021/12/6,50453.04698,15225.15,49177.66011
2021/12/5,49217.9124,15178.59,49184.97871
2021/12/4,49014.11288,15132.03,49153.91219
2021/12/3,53708.6772,15085.47,49982.05129
2021/12/2,56405.66892,15381.32,51149.98176
2021/12/1,57173.0795,15254.05,52245.09044
2021/11/30,57030.12565,15537.69,53115.09685
2021/11/29,57876.49424,15782.83,53980.80546
2021/11/28,57158.66834,15685.77333,54558.59871
2021/11/27,54487.45022,15588.71667,54545.66262
2021/11/26,53663.60159,15491.66,54385.28789
2021/11/25,58907.05076,15668.445,55207.42659
2021/11/24,57103.4606,15845.23,55552.16005
2021/11/23,57672.52894,15775.14,55937.68167
2021/11/22,56369.5245,15854.76,56016.19855
2021/11/21,58681.09231,15922.32,56500.72468
2021/11/20,59815.37361,15989.88,57103.38813
2021/11/19,58046.88915,16057.44,57274.93377
2021/11/18,56749.2716,15993.71,57179.35883
2021/11/17,60338.9249,15921.57,57753.82539
2021/11/16,60189.9985,15973.86,58196.76595
2021/11/15,63715.76978,15853.85,59200.22119
2021/11/14,65255.04686,15856.22,60301.09859
2021/11/13,64471.04362,15858.59,61059.27041
2021/11/12,64315.36364,15860.96,61651.28736
2021/11/11,64800.36102,15704.28,62223.84621
2021/11/10,64871.25216,15622.71,62705.19274
2021/11/9,66913.3364,15886.54,63470.30977
2021/11/8,67500.02474,15982.36,64202.98522
2021/11/7,63180.13308,15978.77,64017.0121
2021/11/6,61416.30848,15975.18,63544.1569
2021/11/5,61026.01799,15971.59,63086.31346
2021/11/4,61367.93383,15940.31,62773.8808
2021/11/3,62941.48199,15811.58,62804.35375
2021/11/2,63175.51239,15649.6,62871.83713
2021/11/1,61065.03107,15595.92,62543.32694
2021/10/31,61339.97564,15563.41,62324.5358
2021/10/30,61661.28735,15530.9,62203.94517
2021/10/29,62220.29366,15498.39,62206.91762
2021/10/28,60438.74647,15448.12,61885.43196
2021/10/27,58681.0152,15235.84,61302.81073
2021/10/26,60396.4959,15235.71,61138.02622
2021/10/25,62989.5447,15226.71,61474.66594
2021/10/24,60849.6164,15181.20667,61361.02057
2021/10/23,61238.6222,15135.70333,61338.76632
2021/10/22,60694.00001,15090.2,61221.53608
2021/10/21,62298.09301,15215.7,61417.2737
2021/10/20,65986.30294,15121.68,62248.00629
2021/10/19,64217.0839,15129.09,62606.0204
2021/10/18,61953.2331,15021.81,62487.3318
2021/10/17,61582.25155,14980.32,62322.77176
2021/10/16,60860.89184,14938.83,62056.97541
2021/10/15,61526.33413,14897.34,61960.49518
2021/10/14,57351.73842,14823.43,61122.5394
2021/10/13,57357.6067,14571.63,60438.00618
2021/10/12,56035.85825,14465.92,59637.61565
2021/10/11,57399.22647,14486.2,59230.6358
2021/10/10,54689.5713,14517.31333,58404.98771
2021/10/9,55102.17221,14548.42667,57804.4758
2021/10/8,53892.9323,14579.54,57093.28607
2021/10/7,53809.13817,14654.02,56496.16827
2021/10/6,55385.44519,14501.91,56294.21862
2021/10/5,51545.04937,14433.83,55430.7333
2021/10/4,49176.7613,14255.48,54293.64748
2021/10/3,48144.1454,14359.22,53175.5562
2021/10/2,47710.5155,14462.96,52181.91243
2021/10/1,48080.37284,14566.7,51436.17796
2021/9/30,43797.5922,14448.58,50047.34419
2021/9/29,41543.6399,14512.44,48501.21613
2021/9/28,40909.3105,14546.68,47120.86966
2021/9/27,42278.30996,14969.97,46240.40426
2021/9/26,43209.8655,14995.88,45689.39721
2021/9/25,42718.93784,15021.79,45149.31369
2021/9/24,42748.0353,15047.7,44712.71762
2021/9/23,44844.228,15052.24,44736.6286
2021/9/22,43579.97298,14896.85,44526.32757
2021/9/21,40538.4344,14746.4,43801.25609
2021/9/20,42966.0101,14713.9,43649.39318
2021/9/19,47201.5018,14823.92333,44295.23111
2021/9/18,48210.7774,14933.94667,45007.14862
2021/9/17,47197.5518,15043.97,45405.40374
2021/9/16,47816.2504,15181.92,45843.7395
2021/9/15,48092.9703,15161.53,46252.69055
2021/9/14,47012.9104,15037.76,46390.91234
2021/9/13,44990.02141,15105.58,46136.2049
2021/9/12,46058.0015,15108.88333,46121.9861
2021/9/11,45096.0509,15112.18667,45935.45243
2021/9/10,44833.0831,15115.49,45735.02164
2021/9/9,46319.9526,15248.25,45841.37272
2021/9/8,45972.9463,15286.64,45865.29519
2021/9/7,46881.9971,15374.33,46050.15009
2021/9/6,52639.2443,15371.6275,47248.16722
2021/9/5,51698.7267,15368.925,48057.35985
2021/9/4,49974.09728,15366.2225,48405.85756
2021/9/3,49987.63657,15363.52,48693.45375
2021/9/2,49318.558,15331.18,48807.10906
2021/9/1,48744.6322,15309.38,48795.74963
2021/8/31,47225.2696,15259.24,48510.20781
2021/8/30,47020.6765,15265.89,48239.38394
2021/8/29,48876.7643,15220.42667,48355.27127
2021/8/28,48864.0249,15174.96333,48447.77193
2021/8/27,49005.9495,15129.5,48549.25876
2021/8/26,47130.6185,14945.81,48291.32417
2021/8/25,48939.9658,15041.86,48409.25901
2021/8/24,47734.0314,15019.8,48286.49036
2021/8/23,49486.4032,14942.65,48504.65633
2021/8/22,49223.94712,14866.65333,48635.43647
2021/8/21,49000.4242,14790.65667,48701.79788
2021/8/20,49270.61315,14714.66,48805.21883
2021/8/19,46666.8683,14541.79,48416.42783
2021/8/18,44856.0324,14525.91,47769.08321
2021/8/17,44569.5598,14656.18,47187.35168
2021/8/16,45906.7425,14793.76,46954.51364
2021/8/15,47057.4919,14803.47333,46973.23696
2021/8/14,47053.5097,14813.18667,46987.83201
2021/8/13,47799.97212,14822.9,47135.49385
2021/8/12,44434.3365,14816.26,46644.37433
2021/8/11,45670.172,14765.13,46467.24663
2021/8/10,45543.91666,14788.09,46299.36846
2021/8/9,46265.47428,14860.18,46293.20588
2021/8/8,43780.2388,14852.04,45836.30277
2021/8/7,44665.77153,14843.9,45623.47891
2021/8/6,42792.7879,14835.76,45108.80782
2021/8/5,40849.95098,14895.12,44334.47021
2021/8/4,39772.4717,14780.53,43505.01594
2021/8/3,38255.05,14761.29,42550.47668
2021/8/2,39153.01029,14681.07,41932.75552
2021/8/1,40120.70072,14678.27333,41603.29101
2021/7/31,41700.99674,14675.47667,41621.05569
2021/7/30,42094.78,14672.68,41707.18738
2021/7/29,39993.53,14778.26,41395.61331
2021/7/28,39999.97,14762.58,41141.85998
2021/7/27,39184.61,14660.58,40785.99635
2021/7/26,37211.42,14840.71,40136.07338
2021/7/25,35227.35,14839.47,39243.57822
2021/7/24,34211.77,14838.23,38328.704
2021/7/23,33506.09382,14836.99,37451.86578
2021/7/22,32338.55,14684.6,36522.172
2021/7/21,32142.94,14631.95,35725.948
2021/7/20,29759.93,14498.88,34641.21746
2021/7/19,30851.95,14274.98,33952.25974
2021/7/18,31813,14325.73333,33563.30342
2021/7/17,31570.17,14376.48667,33200.91553
2021/7/16,31385.55,14427.24,32870.84907
2021/7/15,31641.44705,14543.13,32647.32143
2021/7/14,32776.13963,14644.95,32670.74292
2021/7/13,32567.57251,14677.65,32651.98466
2021/7/12,33219.352,14733.24,32755.14236
2021/7/11,34249.77404,14722.8,33026.89357
2021/7/10,33548.81733,14712.36,33121.7888
2021/7/9,33866.19638,14701.92,33257.13563
2021/7/8,32837.96027,14559.79,33180.92193
2021/7/7,33867.46512,14665.06,33305.74797
2021/7/6,34106.80638,14663.64,33451.39495
2021/7/5,33866.54475,14657.5625,33526.87673
2021/7/4,35312.38754,14651.485,33851.51506
2021/7/3,34698.30313,14645.4075,34005.47653
2021/7/2,33846.00709,14639.33,33976.48209
2021/7/1,33628.67,14522.38,33913.24352
2021/6/30,35060.42897,14503.95,34121.8227
2021/6/29,35840.38647,14528.33,34434.28884
2021/6/28,34439.12,14500.51,34435.16723
2021/6/27,34579.03,14453.80333,34461.3241
2021/6/26,31858.58,14407.09667,33988.0979
2021/6/25,31708.50893,14360.39,33573.62718
2021/6/24,34580.35118,14369.71,33756.6679
2021/6/23,33646.15,14271.73,33736.57374
2021/6/22,32366.97,14253.27,33487.55488
2021/6/21,31606.39,14141.48,33145.5249
2021/6/20,35648.51716,14104.44667,33600.6144
2021/6/19,35635.38,14067.41333,33970.57178
2021/6/18,35577.47,14030.38,34262.7351
2021/6/17,38082.08,14161.35,34957.16144
2021/6/16,38290.04332,14039.68,35563.13996
2021/6/15,40204.51,14072.86,36407.02543
2021/6/14,40499.97,14174.14,37151.19717
2021/6/13,38990,14139.23333,37485.52495
2021/6/12,35538.3,14104.32667,37131.48405
2021/6/11,37200.35,14069.42,37144.00513
2021/6/10,36870.06,14020.33,37094.19693
2021/6/9,37345.04492,13911.75,37139.80565
2021/6/8,33369.13806,13924.91,36454.22973
2021/6/7,33550.00408,13881.72,35926.1887
2021/6/6,35781.01,13859.31,35899.79257
2021/6/5,35510.26,13836.9,35828.96847
2021/6/4,36908.14,13814.49,36025.18148
2021/6/3,39152.71,13614.51,36593.82303
2021/6/2,37622.43,13756.33,36780.84248
2021/6/1,36606.39,13736.48,36749.12384
2021/5/31,37303.75009,13739.545,36849.96498
