Date,Close, NASDAQ Composite Index, S&P 500 Index,S&P 500 Volatility Index (VIX), Gold spot closing price per troy ounce($/oz),U.S. Dollar Index,Eurozone: Benchmark Rate (Major Refinancing Rate),USA: Federal Funds Target Rate,China: T-Bond Yield: 10Y,US 10-Year Breakeven Inflation Rate,World: Geopolitical Risk Index,Index of Global Real Economic Activity (Kilian),latest_size,latest_weight,latest_transaction_count,latest_input_value,latest_tansaction_fee,SMA,EMA,MACD,MACD_signal,MACD_diff,Google_trends,Decred - Tweets
2018/7/25,8179.363887,7932.24,2846.07,12.29,1231.5,94.2175,0,2,3.5643,2.13,108.8555553,2.312510645,828958,2677321,1793,7794010,1158,7918.240704,7849.500208,425.6449708,327.2448875,98.40008327,12.22580645,41673
2018/7/24,8338.94062,7840.77,2820.4,12.41,1228.35,94.5978,0,2,3.5541,2.11,108.6600767,1.667080419,1086280,3993088,857,945243308,5756,8009.890962,7938.489374,440.3122185,349.8583537,90.45386482,12.25806452,48202
2018/7/23,7712.930732,7841.87,2806.98,12.62,1224.95,94.6368,0,2,3.5142,2.11,108.4645981,1.021650194,1179004,3993361,2030,1836000,2199,8026.03472,7897.478712,396.8477382,359.2562306,37.59150758,12.29032258,39877
2018/7/22,7391.747574,7834.646667,2805.263333,12.7,1226.216667,94.58193333,0,2,3.4925,2.11,108.2691195,0.376219968,760391,2593397,1701,683527,1130,8005.537297,7805.527596,332.6504405,353.9350726,-21.28463206,12.32258065,32189
2018/7/21,7400.986497,7827.423333,2803.546667,12.78,1227.483333,94.52706667,0,2,3.4708,2.11,108.0736409,-0.269210258,656989,2238967,1697,6002058,1130,7970.421497,7731.974669,279.2995323,339.0079645,-59.70843219,12.35483871,33267
2018/7/20,7329.843348,7820.2,2801.83,12.86,1228.75,94.4722,0,2,3.4491,2.11,107.8781623,-0.914640484,1020083,3465851,1959,2186414379,9184,7885.287341,7658.859883,228.6422501,316.9348216,-88.29257151,12.38709677,38529
2018/7/19,7443.660646,7825.3,2804.49,12.87,1217.55,95.1939,0,2,3.4989,2.09,107.6826836,-1.56007071,1145549,3992861,2477,465438,1870,7808.491972,7619.732749,195.4273292,292.6333232,-97.20599398,12.41935484,39629
2018/7/18,7353.883851,7854.44,2815.62,12.1,1224.5,95.1047,0,2,3.4692,2.09,107.487205,-2.205500935,1058413,3951016,855,1275713,19685,7724.352218,7571.396586,160.0154692,266.1097524,-106.0942831,12.4516129,42923
2018/7/17,7317.330034,7855.12,2809.55,12.06,1232.8,94.9727,0,2,3.4804,2.09,107.2917264,-2.850931161,1137657,3992865,1037,82956,1264,7640.236112,7525.202667,127.5316224,238.3941264,-110.862504,12.48387097,45432
2018/7/16,6705.492444,7805.72,2798.43,12.83,1241.1,94.5135,0,2,3.479,2.1,107.0962478,-3.496361387,1136359,3998506,1929,236438489,2279,7517.417963,7376.164445,51.82040617,201.0793823,-149.2589762,12.51612903,41799
2018/7/15,6346.599551,7812.473333,2799.39,12.61333333,1241.3,94.5762,0,2,3.485666667,2.103333333,106.9007692,-4.141791613,462046,1319059,719,8400535,3317,7334.14153,7188.970828,-36.7176767,153.5199705,-190.2376472,12.5483871,32485
2018/7/14,6250.050407,7819.226667,2800.35,12.39666667,1241.5,94.6389,0,2,3.492333333,2.106666667,106.7052906,-4.787221839,745897,2388250,1136,24541235,2610,7125.252508,7018.258024,-113.3686115,100.1422541,-213.5108656,12.58064516,30839
2018/7/13,6215.784718,7825.98,2801.31,12.18,1241.7,94.7016,0,2,3.499,2.11,106.509812,-5.432652065,1022929,3992905,463,56000,16053,6975.537907,6872.353787,-174.864258,45.1409517,-220.0052097,12.61290323,37794
2018/7/12,6202.442176,7823.92,2798.29,12.58,1245.9,94.8081,0,2,3.5188,2.1,106.3143334,-6.07808229,1096416,3993273,1476,4810457,904,6856.607367,6750.551676,-222.116215,-8.310481645,-213.8057334,12.64516129,39007
2018/7/11,6367.687185,7716.61,2774.02,13.63,1251.4,94.7371,0,2,3.5311,2.11,106.1188547,-6.723512516,998296,3993076,338,237205,1130,6753.277436,6680.93995,-243.4238021,-55.33314575,-188.0906564,12.67741935,39901
2018/7/10,6319.83561,7759.2,2793.84,12.64,1254,94.1122,0,2,3.5472,2.13,105.9233761,-7.368942742,1760727,3893601,291,957780,2508,6652.276662,6615.284615,-261.1609399,-96.49870458,-164.6622353,12.70967742,39826
2018/7/9,6669.99851,7756.2,2784.17,12.69,1262.05,94.073,0,2,3.5369,2.13,105.7278975,-8.014372968,1007614,3993250,263,1300674,1036,6574.910449,6625.232596,-244.1481419,-126.028592,-118.1195499,12.74193548,37804
2018/7/8,6711.7568,7733.596667,2776.053333,12.91666667,1259.816667,94.0551,0,2,3.526433333,2.126666667,105.5324189,-8.659803194,784343,2836940,971,1299260,2770,6510.697744,6640.96427,-224.7055661,-145.7639869,-78.94157924,12.77419355,31005
2018/7/7,6718.701013,7710.993333,2767.936667,13.14333333,1257.583333,94.0372,0,2,3.515966667,2.123333333,105.3369403,-9.305233419,568138,1778938,1233,3394360,27629,6450.834841,6655.098223,-206.3580772,-157.8828049,-48.47527231,12.80645161,32273
2018/7/6,6600.606901,7688.39,2759.82,13.37,1255.35,94.0193,0,2,3.5055,2.12,105.1414617,-9.950663645,474323,1502915,912,137267,374,6440.346287,6645.19071,-199.052218,-166.1166875,-32.93553042,12.83870968,38468
2018/7/5,6532.499354,7586.43,2736.61,14.97,1255.5,94.3866,0,2,3.4956,2.13,104.9459831,-10.59609387,430382,1489715,952,2163500,1203,6458.936267,6624.701372,-196.4929335,-172.1919367,-24.30099674,12.87096774,38128
2018/7/4,6603.099909,7544.55,2724.915,15.555,1255.65,94.5441,0,2,3.513,2.125,104.7505045,-11.2415241,1175842,3993007,3001,20264738,33900,6494.241218,6620.773834,-186.6166072,-175.0768708,-11.5397364,12.90322581,40065
2018/7/3,6534.644903,7502.67,2713.22,16.14,1251.75,94.5893,0,2,3.4658,2.12,104.5550258,-11.88695432,1226328,3993102,2885,6837724,4940,6526.127236,6605.114028,-182.212858,-176.5040683,-5.708789744,12.93548387,43042
2018/7/2,6595.968717,7567.69,2726.71,15.6,1247.8,94.854,0,2,3.492,2.14,104.3595472,-12.53238455,671234,2407421,1262,2547803,27000,6565.47989,6603.451244,-171.7941991,-175.5620944,3.767895293,12.96774194,40449
2018/7/1,6364.401842,7548.56,2723.93,15.76333333,1248.683333,94.7421,0,2,3.486733333,2.13,104.1640686,-13.17781477,491146,1850227,296,3432805,676,6565.151356,6559.987717,-180.1462348,-176.4789225,-3.667312294,13,32183
2018/6/30,6376.564855,7529.43,2721.15,15.92666667,1249.566667,94.6302,0,2,3.481466667,2.12,103.96859,-13.823245,1157494,3992938,2743,96679,1130,6570.82428,6526.638105,-183.6666351,-177.916465,-5.750170071,13,35882
2018/6/29,6127.560923,7510.3,2718.37,16.09,1250.45,94.5183,0,2,3.4762,2.11,104.6918576,-13.97455407,1110406,3993355,1856,391952139,2422,6516.580522,6454.078618,-204.1952779,-183.1722276,-21.02305033,13,41392
2018/6/28,5912.435446,7503.68,2716.31,16.85,1251.55,95.2788,0,2,3.5408,2.1,105.4151252,-14.12586313,1118481,3697083,1528,100999695,4976,6436.648386,6355.598041,-235.1129675,-193.5603756,-41.55259189,13,41574
2018/6/27,6108.694146,7445.09,2699.63,17.91,1254.6,95.3278,0,2,3.5706,2.11,106.1383928,-14.2771722,1108600,3992974,1872,2193323,20287,6375.6477,6310.706424,-241.0009138,-203.0484832,-37.95243055,13,40206
2018/6/26,6103.03072,7561.63,2723.06,15.92,1260.3,94.6765,0,2,3.5804,2.12,106.8616604,-14.42848127,1126772,3993170,1891,13788053,780,6325.890082,6272.947205,-243.3193112,-211.1026488,-32.2166624,13,43429
2018/6/25,6238.074119,7532.01,2717.07,17.33,1268.7,94.299,0,2,3.5742,2.1,107.584928,-14.57979033,1086395,3977849,385,1233048,374,6296.447558,6266.606644,-231.590157,-215.2001505,-16.39000657,13,42286
2018/6/24,6149.117943,7585.613333,2729.673333,16.14333333,1268.85,94.3812,0,2,3.5737,2.106666667,108.3081956,-14.7310994,526531,1721371,1484,1814988,224,6251.049361,6245.245062,-226.8576639,-217.5316531,-9.326010728,13,36953
2018/6/23,6156.300264,7639.216667,2742.276667,14.95666667,1269,94.4634,0,2,3.5732,2.113333333,109.0314632,-14.88240847,277086,925941,573,933438,1620,6213.214898,6229.07328,-219.9916489,-218.0236523,-1.967996586,13,36776
2018/6/22,6071.720089,7692.82,2754.88,13.77,1269.15,94.5456,0,2,3.5727,2.12,109.7547308,-15.03371753,324530,1137923,556,5235817,10000,6160.790035,6200.463609,-218.8524015,-218.1894021,-0.66299939,13,41721
2018/6/21,6711.941657,7712.95,2749.76,14.64,1266.15,94.8833,0,2,3.5801,2.11,110.4779984,-15.1850266,332179,1137484,791,27348437,2332,6195.544016,6293.459618,-164.3939784,-207.4303174,43.03633902,13,38835
2018/6/20,6734.137828,7781.52,2767.32,12.79,1274.2,95.1234,0,2,3.5764,2.12,111.201266,-15.33633567,1633359,3993186,1169,9827248,35831,6231.301314,6373.582929,-118.0830522,-189.5608644,71.47781212,13,41009
2018/6/19,6722.636753,7725.59,2762.59,13.35,1276.15,95.0029,0,2,3.6048,2.12,111.9245336,-15.48764473,1026614,3993041,539,19243692,23328,6290.808897,6437.047261,-81.37135197,-167.9229619,86.55160991,13,45018
2018/6/18,6700.596021,7747.03,2773.75,12.31,1281.55,94.7543,0,2,3.603225,2.12,112.6478012,-15.6389538,26243,89390,73,1036366,4887,6369.624954,6484.965217,-53.43955001,-145.0262795,91.58672949,13,46282
2018/6/17,6461.213025,7746.813333,2775.72,12.2,1282.783333,94.77173333,0,2,3.60165,2.12,113.3710688,-15.79026287,613219,2065897,1546,3334175,192,6404.876842,6480.646637,-50.04274132,-126.0295719,75.98683055,13,37164
2018/6/16,6505.755311,7746.596667,2777.69,12.09,1284.016667,94.78916667,0,2,3.600075,2.12,114.0943364,-15.94157193,209074,693334,591,1425309,777,6445.149301,6485.21185,-43.25790553,-109.4752386,66.21733307,13,36471
2018/6/15,6473.773491,7746.38,2779.66,11.98,1285.25,94.8066,0,2,3.5985,2.12,114.817604,-16.092881,207160,699538,544,6094434,4665,6468.719238,6483.132148,-40.00043971,-95.58027882,55.57983912,13,39786
2018/6/14,6649.438347,7761.04,2782.49,12.12,1302.75,94.9264,0,2,3.6245,2.12,115.5408716,-16.24419007,1112836,3998359,2697,1044994,1200,6518.751279,6513.369639,-22.97929774,-81.06008261,58.08078486,13,47079
2018/6/13,6308.396028,7695.7,2775.63,12.94,1296.15,93.5677,0,1.75,3.6768,2.12,116.2641392,-16.39549913,1039975,3874840,647,357413303,167,6533.960855,6476.10171,-36.58742795,-72.16555167,35.57812373,13,51652
2018/6/12,6558.514878,7703.79,2786.85,12.34,1298.65,93.8341,0,1.75,3.6692,2.13,116.9874068,-16.5468082,1069179,3993168,1052,2172962,1213,6582.640334,6491.085922,-26.87961682,-63.1083647,36.22874788,13,46551
2018/6/11,6847.943671,7659.93,2782,12.35,1299.6,93.5841,0,1.75,3.6517,2.13,117.7106744,-16.69811727,235705,809026,538,202717798,2260,6596.240535,6555.969149,4.120875293,-49.6625167,53.783392,13,45487
2018/6/10,6797.078904,7655.123333,2781.01,12.29333333,1299.15,93.57286667,0,1.75,3.6529,2.123333333,118.433942,-16.84942633,36683,121511,102,462885243,892,6602.534643,6599.807286,24.30446035,-34.86912129,59.17358164,13,40585
2018/6/9,7559.667409,7650.316667,2780.02,12.23666667,1298.7,93.56163333,0,1.75,3.6541,2.116666667,119.1572096,-17.0007354,71687,244589,170,2801534,12375,6686.237709,6774.327309,100.6741076,-7.760475514,108.4345831,13,38889
2018/6/8,7622.637061,7645.51,2779.03,12.18,1298.25,93.5504,0,1.75,3.6553,2.11,119.8804772,-17.15204447,724157,2479157,1675,5832613,1130,6778.441812,6928.565446,164.3838137,26.66838232,137.7154313,13,46310
2018/6/7,7654.789136,7635.07,2770.37,12.13,1297.25,93.4379,0,1.75,3.6739,2.13,120.6037448,-17.30335353,1046307,3993138,814,104838,3350,6897.799424,7060.606117,214.9903436,64.33277457,150.657569,13,48259
2018/6/6,7577.593405,7689.24,2772.35,11.64,1300.1,93.6355,0,1.75,3.6637,2.14,121.3270124,-17.4546626,1019236,3993163,408,3147000,1760,7004.983233,7154.603805,246.0312379,100.6724672,145.3587706,13,45323
2018/6/5,7612.115176,7637.86,2748.8,12.4,1292.05,93.8748,0,1.75,3.6512,2.13,122.05028,-17.60597167,1017937,3992845,416,71452,990,7118.817401,7237.787691,270.3011255,134.5981989,135.7029266,13,46860
2018/6/4,7505.890508,7606.46,2746.87,12.74,1295.45,94.0243,0,1.75,3.6449,2.12,122.7735476,-17.75728073,1034977,3993364,633,3191178,20680,7204.462618,7286.533658,277.7618773,163.2309346,114.5309428,13,46104
2018/6/3,7684.931799,7589.083333,2742.786667,12.98,1295.166667,94.08226667,0,1.75,3.6361,2.11,123.4968152,-17.9085898,1205237,3993167,2231,29872915,1130,7342.116195,7358.969683,294.7243144,189.5296105,105.1947038,13,41999
2018/6/2,7588.637728,7571.706667,2738.703333,13.22,1294.883333,94.14023333,0,1.75,3.6273,2.1,124.2200828,-18.05989887,6331,21931,25,47441,1130,7445.12848,7400.72751,296.973713,211.018431,85.955282,13,41760
2018/6/1,7525.473797,7554.33,2734.62,13.46,1294.6,94.1982,0,1.75,3.6185,2.09,124.9433504,-18.21120793,242073,720648,512,193034,1870,7512.881492,7423.408653,290.3130285,226.8773505,63.43567795,13,45316
2018/5/31,7504.038587,7442.12,2705.27,15.43,1305.35,93.9859,0,1.75,3.6302,2.07,125.666618,-18.362517,53495,195440,121,50034476,50429,7583.577461,7438.068641,280.0762015,237.5171207,42.55908082,13.06451613,47154
2018/5/30,7411.621917,7462.45,2724.01,14.94,1300.7,94.0998,0,1.75,3.6024,2.06,125.5890972,-18.79816532,603294,2076531,1428,38296,1620,7568.772911,7433.260146,261.491874,242.3120714,19.17980261,13.12903226,51863
2018/5/29,7474.562016,7396.59,2689.86,17.02,1295.5,94.8624,0,1.75,3.6326,2.04,125.5115765,-19.23381365,120121,413440,312,7903089,11894,7553.965407,7440.769577,248.9724016,243.6441374,5.328264196,13.19354839,46903
2018/5/28,7149.250597,7405.905,2697.7275,16.07,1297.5,94.4202,0,1.75,3.6252,2.0525,125.4340557,-19.66946197,375568,1389985,497,24797898,15860,7503.411553,7387.766126,210.3756374,236.9904374,-26.61480001,13.25806452,44801
2018/5/27,7363.93676,7415.22,2705.595,15.12,1299.5,94.3703,0,1.75,3.639133333,2.065,125.3565349,-20.10511029,681079,2308159,1783,2641882,2654,7482.045889,7383.433514,194.8645259,228.5652551,-33.70072923,13.32258065,43809
2018/5/26,7349.788652,7424.535,2713.4625,14.17,1301.5,94.3204,0,1.75,3.653066667,2.0775,125.2790141,-20.54075861,42381,148779,117,1894710,1130,7455.813236,7377.316266,179.3626433,218.7247327,-39.36208947,13.38709677,38020
2018/5/25,7488.637221,7433.85,2721.33,13.22,1303.5,94.2705,0,1.75,3.667,2.09,125.2014934,-20.97640694,291636,999009,664,645976,1130,7454.087907,7397.55644,176.249514,210.229689,-33.98017496,13.4516129,42093
2018/5/24,7576.278752,7424.43,2727.76,12.53,1304.85,93.7907,0,1.75,3.6527,2.12,125.1239726,-21.41205526,647072,2217422,1440,2660647,4793,7443.222603,7430.051406,178.7932584,203.9424029,-25.14914447,13.51612903,46043
2018/5/23,7570.538188,7425.96,2733.29,12.58,1289,93.9976,0,1.75,3.6699,2.14,125.0464518,-21.84770358,152205,527364,369,40323779,5000,7441.412649,7455.594457,178.2907538,198.8120731,-20.52131928,13.58064516,49303
2018/5/22,8032.093711,7378.46,2724.44,13.22,1293.05,93.6027,0,1.75,3.68,2.15,124.968931,-22.2833519,1149023,3992777,2524,662991,5093,7492.07464,7560.412503,212.6844941,201.5865573,11.09793684,13.64516129,44097
2018/5/21,8399.115042,7394.04,2733.01,13.08,1288.35,93.5508,0,1.75,3.6997,2.16,124.8914103,-22.71900023,61698,219609,168,2661307,1356,7581.582286,7712.903874,266.4854568,214.5663372,51.91911958,13.70967742,44301
2018/5/20,8499.1229,7380.806667,2726.33,13.19333333,1288.333333,93.59706667,0,1.75,3.7062,2.156666667,124.8138895,-23.15464855,1090770,3992790,2555,159003295,12855,7690.332384,7855.852788,313.5781716,234.3687041,79.20946756,13.77419355,41628
2018/5/19,8225.333519,7367.573333,2719.65,13.30666667,1288.316667,93.64333333,0,1.75,3.7127,2.153333333,124.7363687,-23.59029687,74736,242373,185,493130,1920,7765.409534,7923.031102,325.0598845,252.5069402,72.55294438,13.83870968,40643
2018/5/18,8236.681884,7354.34,2712.97,13.42,1288.3,93.6896,0,1.75,3.7192,2.15,124.6588479,-24.02594519,99572,356558,174,5857070,4520,7874.152663,7980.058517,331.2564251,268.2568372,62.99958795,13.90322581,46685
2018/5/17,8088.947899,7382.47,2720.13,13.43,1289.5,93.4842,0,1.75,3.7096,2.16,124.5813272,-24.46159352,1032577,3992986,586,22767408,22826,7946.653777,7999.856587,320.5512153,278.7157128,41.83550255,13.96774194,47708
2018/5/16,8343.900226,7398.3,2722.46,13.42,1291.25,93.3775,0,1.75,3.733,2.17,124.5038064,-24.89724184,49785,165777,130,9797229,7589,8046.064934,8062.409976,328.8490148,288.7423732,40.1066416,14.03225806,49167
2018/5/15,8515.701134,7351.63,2711.45,14.63,1295,93.2779,0,1.75,3.7068,2.18,124.4262856,-25.33289016,431979,1533144,691,5000000,50000,8148.771326,8144.82655,345.3074883,300.0553962,45.25209212,14.09677419,50376
2018/5/14,8740.312768,7411.32,2730.13,12.93,1319.85,92.6826,0,1.75,3.6964,2.15,124.3487648,-25.76853848,130212,425664,356,7500000,649,8265.174727,8253.096771,372.1849129,314.4812996,57.70361335,14.16129032,52460
2018/5/13,8699.820503,7408.506667,2729.326667,12.83666667,1321.35,92.64736667,0,1.75,3.6914,2.15,124.2712441,-26.20418681,37788,124152,103,21190000,4382,8378.102959,8334.319268,385.7711485,328.7392693,57.03187914,14.22580645,46131
2018/5/12,8488.213129,7405.693333,2728.523333,12.74333333,1322.85,92.61213333,0,1.75,3.6864,2.15,124.1937233,-26.63983513,546393,1860477,1358,388676,4477,8423.7149,8362.29997,375.1390223,338.0192199,37.11980238,14.29032258,48718
2018/5/11,8422.66381,7402.88,2727.72,12.65,1324.35,92.5769,0,1.75,3.6814,2.15,124.1162025,-27.07548345,1216564,3992785,645,17739,1130,8426.069777,8373.275214,357.3049149,341.8763589,15.42855594,14.35483871,55128
2018/5/10,9037.392112,7404.98,2723.07,13.23,1318.8,92.7175,0,1.75,3.7011,2.17,124.0386817,-27.51113177,1208646,3993051,2473,199950000,2146,8479.896698,8494.023741,388.2986278,351.1608127,37.13781511,14.41935484,53621
2018/5/9,9327.374047,7339.91,2697.79,13.42,1313.85,93.1134,0,1.75,3.7035,2.18,123.961161,-27.9467801,273,984,1,104022587.5,0,8590.100751,8645.541978,431.2888578,367.1864217,64.10243609,14.48387097,54594
2018/5/8,9233.687914,7266.9,2671.92,14.71,1306.6,93.0814,0,1.75,3.6957,2.16,123.8836402,-28.38242842,347584,1279978,716,8095175,908,8689.801354,8752.477603,452.5821515,384.2655677,68.31658385,14.5483871,52302
2018/5/7,9372.878004,7265.21,2672.63,14.75,1307.3,92.7726,0,1.75,3.6278,2.17,123.8061194,-28.81807674,560614,1802668,695,2710630,1130,8818.194365,8865.277676,475.2107831,402.4546108,72.75617235,14.61290323,53424
2018/5/6,9666.853489,7246.68,2669.56,14.75666667,1308,92.70873333,0,1.75,3.6339,2.166666667,123.7285986,-29.25372506,574085,2016236,1231,82693,4076,8950.489691,9011.018733,510.9752963,424.1587479,86.81654844,14.67741935,47589
2018/5/5,9864.060649,7228.15,2666.49,14.76333333,1308.7,92.64486667,0,1.75,3.64,2.163333333,123.6510779,-29.68937339,83664,269127,195,539589,3666,9085.325643,9166.117263,548.9044713,449.1078926,99.79657875,14.74193548,50536
2018/5/4,9718.724265,7209.62,2663.42,14.77,1309.4,92.581,0,1.75,3.6461,2.16,123.5735571,-30.12502171,1109572,3992851,1644,296903926,4336,9183.166792,9266.591263,560.7719542,471.4407049,89.3312493,14.80645161,57751
2018/5/3,9769.290293,7088.15,2629.73,15.9,1315.05,92.4228,0,1.75,3.6602,2.16,123.4960363,-30.56067003,535923,1871445,1208,11773757,12750,9290.113771,9357.991087,567.7130333,490.6951706,77.0178627,14.87096774,50882
2018/5/2,9236.704389,7100.9,2635.67,15.97,1304.2,92.7494,0,1.75,3.641,2.17,123.4185155,-30.99631835,928923,3062409,2159,17421169,1870,9364.962897,9335.93896,524.1960512,497.3953467,26.80070452,14.93548387,48137
2018/5/1,9096.810022,7130.7,2654.8,15.49,1307.1,92.4711,0,1.75,3.633075,2.16,123.3409948,-31.43196668,66769,196633,106,3516564,19320,9432.377518,9292.460971,472.9681408,492.5099055,-19.54176469,15,49777
2018/4/30,9240.335679,7066.27,2648.05,15.93,1313.2,91.8378,0,1.75,3.62515,2.17,123.263474,-31.867615,819991,2917837,1581,66270809,26568,9452.671875,9282.983645,438.8917035,481.7862651,-42.89456166,15.13333333,49151
2018/4/29,9413.409305,7084.113333,2655.336667,15.75666667,1315.966667,91.72886667,0,1.75,3.617225,2.17,122.8867681,-31.79151727,695278,2369746,1588,84397,224,9461.275401,9306.697402,420.9984682,469.6287057,-48.63023751,15.26666667,46959
2018/4/28,9337.281363,7101.956667,2662.623333,15.58333333,1318.733333,91.61993333,0,1.75,3.6093,2.17,122.5100621,-31.71541953,319663,1150993,660,2492500,7024,9471.634746,9312.258122,396.1089641,454.9247574,-58.81579329,15.4,49473
2018/4/27,8974.089791,7119.8,2669.91,15.41,1321.5,91.511,0,1.75,3.634,2.17,122.1333562,-31.6393218,1042849,3941734,977,417900,2300,9431.755925,9250.772971,343.1220311,432.5642122,-89.44218107,15.53333333,55754
2018/4/26,9268.527837,7118.68,2666.94,16.24,1320.7,91.5845,0,1.75,3.622,2.18,121.7566503,-31.56322407,37325,128198,112,12019338,1130,9391.923359,9254.001128,321.1857649,410.2885227,-89.10275779,15.66666667,64330
2018/4/25,8846.751895,7003.74,2639.4,17.84,1321.65,91.2584,0,1.75,3.587,2.17,121.3799443,-31.48712633,1112974,3993160,1967,11396064,17482,9290.192484,9179.955813,266.6930509,381.5694283,-114.8763775,15.8,65523
2018/4/24,9715.110088,7007.35,2634.56,18.02,1328.85,90.7981,0,1.75,3.6043,2.17,121.0032384,-31.4110286,837313,3019591,1290,49731705,1562,9289.831066,9277.25659,290.230831,363.3017089,-73.07087784,15.93333333,67323
2018/4/23,8924.023356,7128.6,2670.29,16.34,1324.3,90.9279,0,1.75,3.5869,2.18,120.6265325,-31.33493087,1116974,3993314,2453,3769687,5375,9205.304372,9213.032366,242.258004,339.0929679,-96.83496387,16.06666667,59885
2018/4/22,8787.210206,7134.443333,2670.24,16.52,1328.45,90.72903333,0,1.75,3.5687,2.176666667,120.2498265,-31.25883313,1224707,3992573,2726,583084,13600,9160.354954,9135.610155,190.9978113,309.4739366,-118.4761253,16.2,59404
2018/4/21,8884.348604,7140.286667,2670.19,16.7,1332.6,90.53016667,0,1.75,3.5505,2.173333333,119.8731206,-31.1827354,345146,1190039,715,14272880,3610,9139.108812,9089.926237,156.4090105,278.8609514,-122.4519409,16.33333333,56176
2018/4/20,8813.044081,7146.13,2670.14,16.88,1336.75,90.3313,0,1.75,3.5323,2.17,119.4964147,-31.10663767,1299732,3992841,2090,491465630,1984,9096.379653,9039.584027,121.8389737,247.4565558,-125.6175821,16.46666667,57190
2018/4/19,8280.64311,7238.06,2693.13,15.96,1348.6,89.8928,0,1.75,3.5295,2.17,119.1197087,-31.03053993,962426,3469733,1418,9184600,3407,8983.103033,8901.594769,50.89497596,208.1442399,-157.2492639,16.6,57013
2018/4/18,8133.862763,7295.24,2708.64,15.6,1351.45,89.6321,0,1.75,3.5023,2.16,118.7430028,-30.9544422,125059,435223,256,42130700,1130,8862.761173,8762.007132,-16.97690152,163.1200116,-180.0969131,16.73333333,56720
2018/4/17,7889.50363,7281.1,2706.39,15.25,1342.1,89.5012,0,1.75,3.6445,2.14,118.3662969,-30.87834447,385463,1356407,806,407391,10215,8754.302557,8603.370131,-89.45244119,112.605521,-202.0579622,16.86666667,56111
2018/4/16,8038.471105,7156.29,2677.84,16.56,1349.35,89.4372,0,1.75,3.6841,2.12,117.9895909,-30.80224673,243322,732481,504,62983748,6692,8631.296884,8500.661217,-133.3324251,63.41793181,-196.7503569,17,56538
2018/4/15,8301.987534,7139.743333,2670.66,16.84333333,1347.466667,89.5598,0,1.75,3.690566667,2.123333333,117.612885,-30.726149,239,956,1,32366074,0,8576.820448,8464.53873,-145.1706184,21.70022176,-166.8708402,17.13333333,52494
2018/4/14,7910.243775,7123.196667,2663.48,17.12666667,1345.583333,89.6824,0,1.75,3.697033333,2.126666667,117.2361791,-30.65005127,1118644,3993097,2148,1748400,4972,8396.333816,8363.757829,-184.0414046,-19.4481035,-164.5933011,17.26666667,50026
2018/4/13,7866.931623,7106.65,2656.3,17.41,1343.7,89.805,0,1.75,3.7035,2.13,116.8594731,-30.57395353,240847,851212,675,4667900,6030,8290.624643,8273.425791,-215.8534867,-58.72918015,-157.1243066,17.4,64178
2018/4/12,7821.822517,7140.25,2663.99,18.49,1341.35,89.7856,0,1.75,3.7212,2.13,116.4827672,-30.4978558,96364,334825,283,4755597,3893,8194.085874,8191.316105,-241.9160611,-95.36655634,-146.5495048,17.53333333,68886
2018/4/11,6932.843296,7069.03,2642.19,20.24,1350.75,89.5242,0,1.75,3.7212,2.11,116.1060613,-30.42175807,368867,1341632,797,287456,1459,7998.935343,7962.502867,-330.4943001,-142.3921051,-188.102195,17.66666667,61072
2018/4/10,6844.301557,7094.3,2656.87,20.47,1338.95,89.6213,0,1.75,3.7087,2.08,115.7293553,-30.34566033,465227,1580501,1243,141928629,36994,7802.061091,7759.193538,-403.1900472,-194.5516935,-208.6383537,17.8,59044
2018/4/9,6772.871609,6950.34,2613.16,21.77,1331.95,89.8399,0,1.75,3.7039,2.07,115.3526494,-30.2695626,59711,207659,171,27291663,8000,7651.283941,7579.862278,-461.2487618,-247.8911072,-213.3576546,17.93333333,59029
2018/4/8,7000.923355,6938.596667,2610.263333,21.67666667,1331.7,89.9388,0,1.75,3.7035,2.07,114.9759435,-30.19346487,468454,1678735,775,3202823,1130,7537.99,7474.600656,-483.2878004,-294.9704458,-188.3173546,18.06666667,52796
2018/4/7,6894.151859,6926.853333,2607.366667,21.58333333,1331.45,90.0377,0,1.75,3.71225,2.07,114.5992375,-30.11736713,43798,137767,106,6754721,17060,7438.454823,7369.064511,-503.5646845,-336.6892935,-166.8753909,18.2,52476
2018/4/6,6637.296686,6915.11,2604.47,21.49,1331.2,90.1366,0,1.75,3.721,2.07,114.2225316,-30.0412694,137865,317775,63,75157914,1705,7298.337381,7236.015815,-534.2023746,-376.1919098,-158.0104648,18.33333333,52721.58333
2018/4/5,6819.726657,7076.55,2662.84,18.94,1327.7,90.4383,0,1.75,3.72975,2.08,113.8458257,-29.96517167,1169003,3993200,3164,66181908,1130,7150.111293,7160.326878,-537.5656683,-408.4666615,-129.0990068,18.46666667,52967.16667
2018/4/4,6840.93611,7042.11,2644.69,20.06,1337.3,90.1421,0,1.75,3.7385,2.08,113.4691197,-29.88907393,374574,1324881,921,18829601,1670,7043.180527,7102.255829,-532.3827008,-433.2498693,-99.13283148,18.6,53212.75
2018/4/3,7454.69179,6941.28,2614.45,21.1,1333.45,90.1819,0,1.75,3.7237,2.08,113.0924138,-29.8129762,158415,543903,468,131231743,1350,7001.956544,7166.335095,-473.2943649,-441.2587685,-32.03559647,18.73333333,53458.33333
